113.75	28.8	NAN	
114	28.8	NAN	
114.25	28.8	NAN	
114.5	31.3	NAN	
114.75	31.3	NAN	
115	31.3	NAN	
115.25	31.3	NAN	
115.5	31.3	NAN	
115.75	33.9	NAN	
116	33.9	NAN	
116.25	33.9	NAN	
116.5	33.9	NAN	
116.75	33.9	NAN	
117	33.9	NAN	
117.25	33.9	NAN	
117.5	31.3	NAN	
117.75	31.3	NAN	
118	31.3	NAN	
118.25	31.3	NAN	
118.5	28.8	NAN	
118.75	28.1	NAN	
119	28.1	NAN	
119.25	26.8	NAN	
119.5	26.2	NAN	
119.75	25.6	NAN	
120	25.6	NAN	
120.25	25.6	NAN	
120.5	25.6	NAN	
120.75	25.6	NAN	
121	25.6	NAN	
121.25	25.6	NAN	
121.5	25.6	NAN	
121.75	25.6	NAN	
122	25.6	NAN	
122.25	25.6	NAN	
122.5	26.2	NAN	
122.75	26.2	NAN	
123	26.2	NAN	
123.25	28.1	NAN	
123.5	28.8	NAN	
123.75	28.8	NAN	
124	28.8	NAN	
124.25	28.8	NAN	
124.5	28.8	NAN	
124.75	31.3	NAN	
125	31.3	NAN	
125.25	31.3	NAN	
125.5	31.3	NAN	
125.75	31.3	NAN	
126	31.3	NAN	
126.25	31.3	NAN	
126.5	31.3	NAN	
126.75	31.3	NAN	
127	31.3	NAN	
127.25	31.3	NAN	
127.5	31.3	NAN	
127.75	31.3	NAN	
128	31.3	NAN	
128.25	31.3	NAN	
128.5	28.8	NAN	
128.75	28.1	NAN	
129	28.1	NAN	
129.25	28.1	NAN	
129.5	28.1	NAN	
129.75	28.1	NAN	
130	26.2	NAN	
130.25	26.2	NAN	
130.5	26.2	NAN	
130.75	25.6	NAN	
131	25.6	NAN	
131.25	25.6	NAN	
131.5	26.2	NAN	
131.75	26.2	NAN	
132	26.2	NAN	
132.25	26.2	NAN	
132.5	26.2	NAN	
132.75	26.2	NAN	
133	26.2	NAN	
133.25	28.1	NAN	
133.5	28.8	NAN	
133.75	28.8	NAN	
134	28.8	NAN	
134.25	28.8	NAN	
134.5	28.8	NAN	
134.75	28.8	NAN	
135	28.8	NAN	
135.25	28.8	NAN	
135.5	28.8	NAN	
135.75	28.8	NAN	
136	28.8	NAN	
136.25	28.8	NAN	
136.5	28.8	NAN	
136.75	28.8	NAN	
137	28.8	NAN	
137.25	28.8	NAN	
137.5	28.8	NAN	
137.75	28.8	NAN	
138	28.8	NAN	
138.25	28.8	NAN	
138.5	28.8	NAN	
138.75	28.8	NAN	
139	28.8	NAN	
139.25	28.1	NAN	
139.5	28.1	NAN	
139.75	28.1	NAN	
140	28.1	NAN	
140.25	28.1	NAN	
140.5	28.1	NAN	
140.75	28.1	NAN	
141	28.1	NAN	
141.25	28.1	NAN	
141.5	28.1	NAN	
141.75	28.1	NAN	
142	28.1	NAN	
142.25	28.1	NAN	
142.5	28.1	NAN	
142.75	28.1	NAN	
143	28.1	NAN	
143.25	28.1	NAN	
143.5	28.1	NAN	
143.75	28.8	NAN	
144	28.8	NAN	
144.25	28.8	NAN	
144.5	28.8	NAN	
144.75	28.8	NAN	
145	28.8	NAN	
145.25	28.8	NAN	
145.5	28.8	NAN	
145.75	28.8	NAN	
146	28.8	NAN	
146.25	28.8	NAN	
146.5	28.8	NAN	
146.75	28.8	NAN	
147	28.8	NAN	
147.25	28.8	NAN	
147.5	28.8	NAN	
147.75	28.8	NAN	
148	28.8	NAN	
148.25	28.8	NAN	
148.5	28.8	NAN	
148.75	28.8	NAN	
149	28.8	NAN	
149.25	28.8	NAN	
149.5	28.8	NAN	
149.75	28.1	NAN	
150	28.1	NAN	
150.25	28.1	NAN	
150.5	28.1	NAN	
150.75	28.1	NAN	
151	28.1	NAN	
151.25	28.1	NAN	
151.5	28.1	NAN	
151.75	28.1	NAN	
152	28.1	NAN	
152.25	28.1	NAN	
152.5	28.1	NAN	
152.75	28.1	NAN	
153	28.1	NAN	
153.25	28.1	NAN	
153.5	28.8	NAN	
153.75	28.8	NAN	
154	28.8	NAN	
154.25	28.8	NAN	
154.5	28.8	NAN	
154.75	28.8	NAN	
155	28.8	NAN	
155.25	28.8	NAN	
155.5	28.8	NAN	
155.75	28.8	NAN	
156	28.8	NAN	
156.25	28.8	NAN	
156.5	28.8	NAN	
156.75	28.8	NAN	
157	28.8	NAN	
157.25	28.8	NAN	
157.5	28.8	NAN	
157.75	28.8	NAN	
158	28.8	NAN	
158.25	28.8	NAN	
158.5	28.8	NAN	
158.75	28.8	NAN	
159	28.8	NAN	
159.2500333	28.8	NAN	
159.5002	28.8	NAN	
