211.7500167	39	NAN	
212.0000167	39	NAN	
212.2500167	39	NAN	
212.5000167	39	NAN	
212.7500167	39	NAN	
213.0000167	39	NAN	
213.2500167	39	NAN	
213.5000167	39	NAN	
213.7500167	39	NAN	
214.0000167	39	NAN	
214.2500167	39	NAN	
214.5000167	39	NAN	
214.7500167	39	NAN	
215.0000167	39	NAN	
215.2500167	39	NAN	
215.5000167	39	NAN	
215.7500167	39	NAN	
216.0000167	39	NAN	
216.2500167	39	NAN	
216.5000167	39	NAN	
216.7500167	39	NAN	
217.0000167	39	NAN	
217.2500167	39	NAN	
217.5000167	39	NAN	
217.7500167	39	NAN	
218.0000167	39	NAN	
218.2500167	39	NAN	
218.5000167	39	NAN	
218.7500167	39	NAN	
219.0000167	39	NAN	
219.2500167	39	NAN	
219.5000167	39	NAN	
219.7500167	39	NAN	
220.0000167	39	NAN	
220.2500167	39	NAN	
220.5000167	39	NAN	
220.7500167	39	NAN	
221.0000167	39	NAN	
221.2500167	39	NAN	
221.5000167	39	NAN	
221.7500167	39	NAN	
222.0000167	39	NAN	
222.2500167	39	NAN	
222.5000167	39	NAN	
222.7500167	39	NAN	
223.0000167	39	NAN	
223.2500167	39	NAN	
223.5000167	39	NAN	
223.7500167	39	NAN	
224.0000167	39	NAN	
224.2500167	39	NAN	
224.5000167	39	NAN	
224.7500167	39	NAN	
225.0000167	39	NAN	
225.2500167	39	NAN	
225.5000167	39	NAN	
225.7500167	39	NAN	
226.0000167	39	NAN	
226.2500167	39	NAN	
226.5000167	39	NAN	
226.7500167	39	NAN	
227.0000167	39	NAN	
227.2500167	39	NAN	
227.5000167	39	NAN	
227.7500167	39	NAN	
228.0000167	39	NAN	
228.2500167	39	NAN	
228.5000167	39	NAN	
228.7500167	39	NAN	
229.0000167	39	NAN	
229.2500167	39	NAN	
229.5000167	39	NAN	
229.7500167	39	NAN	
230.0000167	39	NAN	
230.2500167	39	NAN	
230.5000167	39	NAN	
230.7500167	39	NAN	
231.0000167	39	NAN	
231.2500167	39	NAN	
231.5000167	39	NAN	
231.7500167	39	NAN	
232.0000167	39	NAN	
232.2500167	39	NAN	
232.5000167	39	NAN	
232.7500167	39	NAN	
233.0000167	39	NAN	
233.2500167	39	NAN	
233.5000167	39	NAN	
233.7500167	39	NAN	
234.0000167	39	NAN	
234.2500167	39	NAN	
234.5000167	39	NAN	
234.7500167	39	NAN	
235.0000167	39	NAN	
235.2500167	39	NAN	
235.5000167	39	NAN	
235.7500167	39	NAN	
236.0000167	39	NAN	
236.2500167	39	NAN	
236.5000167	39	NAN	
236.7500167	39	NAN	
237.0000167	39	NAN	
237.2500167	39	NAN	
237.5000167	39	NAN	
237.7500167	39	NAN	
238.0000167	39	NAN	
238.2500167	39	NAN	
238.5000167	39	NAN	
238.7500167	39	NAN	
239.0000167	39	NAN	
239.2500167	39	NAN	
239.5000167	39	NAN	
239.7500167	39	NAN	
240.0000167	39	NAN	
240.2500167	39	NAN	
240.5000167	39	NAN	
240.7500167	39	NAN	
241.0000167	39	NAN	
241.2500167	39	NAN	
241.5000167	39	NAN	
241.7500167	39	NAN	
242.0000167	39	NAN	
242.2500167	39	NAN	
242.5000167	39	NAN	
242.7500167	39	NAN	
243.0000167	39	NAN	
243.2500167	39	NAN	
243.5000167	39	NAN	
243.7500167	39	NAN	
244.0000167	39	NAN	
244.2500167	39	NAN	
244.5000167	39	NAN	
244.7500167	39	NAN	
245.0000167	39	NAN	
245.2500167	39	NAN	
245.5000167	39	NAN	
245.7500167	39	NAN	
246.0000167	39	NAN	
246.2500167	39	NAN	
246.5000167	39	NAN	
246.7500167	39	NAN	
247.0000167	39	NAN	
247.2500167	39	NAN	
247.5000167	39	NAN	
247.7500167	39	NAN	
248.0000167	39	NAN	
248.2500167	39	NAN	
248.5000167	39	NAN	
248.7500167	39	NAN	
249.0000167	39	NAN	
249.2500167	39	NAN	
249.5000167	39	NAN	
249.7500167	39	NAN	
250.0000167	39	NAN	
250.2500167	39	NAN	
250.5000167	39	NAN	
250.7500167	39	NAN	
251.0000167	39	NAN	
251.2500167	39	NAN	
251.5000167	39	NAN	
251.7500167	39	NAN	
252.0000167	39	NAN	
252.2500167	39	NAN	
252.5000167	39	NAN	
252.7500167	39	NAN	
253.0000167	39	NAN	
253.2500167	39	NAN	
253.5000167	39	NAN	
253.7500167	39	NAN	
254.0000167	39	NAN	
254.2500167	39	NAN	
254.5000167	39	NAN	
254.7500167	39	NAN	
255.0000167	39	NAN	
255.2500167	39	NAN	
255.5000167	39	NAN	
255.7500167	39	NAN	
256.0000167	39	NAN	
256.2500167	39	NAN	
256.5000167	39	NAN	
256.7500167	39	NAN	
257.0000167	39	NAN	
257.2500167	39	NAN	
257.5000167	39	NAN	
257.7500167	39	NAN	
258.0000167	39	NAN	
258.2500167	39	NAN	
258.5000167	39	NAN	
258.7500167	39	NAN	
259.0000167	39	NAN	
259.2500167	39	NAN	
259.5000167	39	NAN	
259.7500167	39	NAN	
260.0000167	39	NAN	
260.2500167	39	NAN	
260.5000167	39	NAN	
260.7500167	39	NAN	
261.0000167	39	NAN	
261.2500167	39	NAN	
261.5000167	39	NAN	
261.7500167	39	NAN	
262.0000167	39	NAN	
262.2500167	39	NAN	
262.5000167	39	NAN	
262.7500167	39	NAN	
263.0000167	39	NAN	
263.2500167	39	NAN	
263.5000167	39	NAN	
263.7500167	39	NAN	
264.0000167	39	NAN	
264.2500167	39	NAN	
264.5000167	39	NAN	
264.7500167	39	NAN	
265.0000167	39	NAN	
265.2500167	39	NAN	
265.5000167	39	NAN	
265.7500167	39	NAN	
266.0000167	39	NAN	
266.2500167	39	NAN	
266.5000167	39	NAN	
266.7500167	39	NAN	
267.0000167	39	NAN	
267.2500167	39	NAN	
267.5000167	39	NAN	
267.7500167	39	NAN	
268.0000167	39	NAN	
268.2500167	39	NAN	
268.5000167	39	NAN	
268.7500167	39	NAN	
269.0000167	39	NAN	
269.2500167	39	NAN	
269.5000167	39	NAN	
269.7500167	39	NAN	
270.0000167	39	NAN	
270.2500167	39	NAN	
270.5000167	39	NAN	
270.7500167	39	NAN	
271.0000167	39	NAN	
271.2500167	39	NAN	
271.5000167	39	NAN	
271.7500167	39	NAN	
272.0000167	39	NAN	
272.2500167	39	NAN	
272.5000167	39	NAN	
272.7500167	39	NAN	
273.0000167	39	NAN	
273.2500167	39	NAN	
273.5000167	39	NAN	
273.7500167	39	NAN	
274.0000167	39	NAN	
274.2500167	39	NAN	
274.5000167	39	NAN	
274.7500167	39	NAN	
275.0000167	39	NAN	
275.2500167	39	NAN	
275.5000167	39	NAN	
275.7500167	39	NAN	
276.0000167	39	NAN	
276.2500167	39	NAN	
276.5000167	39	NAN	
276.7500167	39	NAN	
277.0000167	39	NAN	
277.2500167	39	NAN	
277.5000167	39	NAN	
277.7500167	39	NAN	
278.0000167	39	NAN	
278.2500167	39	NAN	
278.5000167	39	NAN	
278.7500167	39	NAN	
279.0000167	39	NAN	
279.2500167	39	NAN	
